unique_id,Primary_Name,Secondary_Name,Fathers_Name,Birthplace,Birthplace_Code,Autopopulated birthplace,Certainty_of_Birthplace,Work/Living_Place,WL_Place_code_#1,Work/Living_Place_#2,WL_Place_code_#2,Work/Living_Place_#3,WL_Place_code_#3,Work/Living_Place_#4,WL_Place_code_#4,Work/Living_Place_#5,WL_Place_code_#5,Work/Living_Place_#6,WL_Place_code_#6,Work/Living_Place_#7,WL_Place_code_#7,Work/Living_Place_#8,WL_Place_code_#8,Work/Living_Place_#9,WL_Place_code_#9,Work/Living_Place_#10,WL_Place_code_#10,Work/Living_Place_#11,WL_Place_code_#11,Work/Living_Place_#12,WL_Place_code_#12,Work/Living_Place_#13,WL_Place_code_#13,Work/Living_Place_#14,WL_Place_code_#14,Work/Living_Place_#15,WL_Place_code_#15,Work/Living_Place_#16,WL_Place_code_#16,Work/Living_Place_#17,WL_Place_code_#17,Work/Living_Place_#18,WL_Place_code_#18,Work/Living_Place_#19,WL_Place_code_#19,Endeavor,Endeavor_Code_1,Endeavor_2,Endeavor_Code_2,Endeavor_3,Endeavor_Code_3,Endeavor_4,Endeavor_Code_4,Endeavor_5,Endeavor_Code_5,Endeavor_6,Endeavor_Code_7,Endeavour_8,Endeavour_Code_8,Endeavour_9,Endeavour_Code_10,Era,Century,Fame,endeavor_1,endeavor_2,endeavor_3,endeavor_4,endeavor_5,endeavor_7,endeavor_8,endeavor_10,endeavor_6 endeavor_9 THIS CODE IS MISSING WHERE IS IT,philosophy,culture,economy,politics,military,religion
Albucius Silus_88,Albucius Silus,Gaius,NA,Novaria,,,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orator,411,teacher,110,,,,,,,,,,,,,22,,,2,2,,,,,,,,0,1,0,0,0,0
Alcaeus (1)_89,Alcaeus (1),,,Mytilene,0,,3,Mytilene,0,Egypt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lyric poet,101,politician,427,revolutionary,504,,,,,,,,,,,-3,,,2,4,2,,,,,,,0,1,0,1,0,0
Alcaeus (2)_90,Alcaeus (2),,NA,Athens,0,,2,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old comic poet,118,,,,,,,,,,,,,,,7,,,1,,,,,,,,,1,0,0,0,0,0
Alcaeus (3)_91,Alcaeus (3),,,Messene,0,,3,Messene,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,epigrammatist,113,iambic poet,101,,,,,,,,,,,,,14,,,2,2,,,,,,,,0,1,0,0,0,0
Alcamenes_92,Alcamenes,,NA,Athens,0,,2,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,archizing sculptor,201,,,,,,,,,,,,,,,6,,,2,,,,,,,,,0,1,0,0,0,0
Alcibiades_93,Alcibiades,,Cleinias,Athens,361,361,3,Athens,0,Argos,0,Sparta,0,Athens,0,Samos,0,Cyzicus,0,Athens,0,Notium,0,Aegespotami,0,Phrygia,0,,,,,,,,,,,,,,,,,,,general,412,politician,427,orator,411,admiral,0,rebel,0,ambassador,426,,,,,6,,0.7,4,4,2,,,4,,,,0,1,0,1,0,0
Alcidamas_94,Alcidamas,,NA,Elaea,0,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhetor,119,sophist,109,writer,107,teacher,110,,,,,,,,,,-4,0.2,1,1,2,2,,,,,,1,1,0,0,0,0
Alcidas_95,Alcidas,,NA,Sparta,345,345,1,Sparta,0,Mytilene,0,Corcyra,0,Heraclea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commander,417,founder,0,,,,,,,,,,,,,5,,0.2,4,,,,,,,,,0,0,0,1,0,0
Alcinous (2)_96,Alcinous (2),,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platonist philosopher,102,writer,107,,,,,,,,,,,,,,2,0.3,,2,,,,,,,,0,1,0,0,0,0
Alciphron_97,Alciphron,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sophist,109,writer,107,,,,,,,,,,,,,,2,0.1,1,2,,,,,,,,1,1,0,0,0,0
Alcmaeon (2)_98,Alcmaeon (2),,NA,Croton,56,56,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pythagorean philosopher,102,writer,107,,,,,,,,,,,,,,-5,0.2,,2,,,,,,,,0,1,0,0,0,0
Alcman_99,Alcman,,NA,Laconia,0,2171,3,Sparta,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lyric poet,101,,,,,,,,,,,,,,,,-8,0.8,2,,,,,,,,,0,1,0,0,0,0
Alexander (1) I_100,Alexander (1) I,,NA,Macedon,0,2194,1,Macedon,0,Krousia,0,Olympia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King of Macedon,603,general,412,proxenos,426,,,,,,,,,,,3,,0.3,4,4,4,,,,,,,0,0,0,1,0,0
Alexander (2) II_101,Alexander (2) II,,Amyntas,Macedon,0,2194,1,Macedon,0,Thessaly,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King of Macedon,603,general,412,,,,,,,,,,,,,8,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Alexander (3) III_102,Alexander (3) III,,Philip II,Macedon,0,2194,1,Macedon,0,Chaeronea,0,Danube,0,Sardis,0,Ephesus,0,Miletus,0,Halicarnassus,0,Lycia,0,Pamphilia,0,Phrygia,0,Tyre,0,Gaza,0,Babylon,0,Susa,0,Persepolis,0,Ectabana,0,Bactria,0,India,0,Babylon,0,King of Macedon,603,general,412,cavalry commander,423,,,,,,,,,,,9,,4,4,4,4,,,,,,,0,0,0,1,0,0
Alexander (4) IV_103,Alexander (4) IV,,Alexander (3) III,Babylon,0,2049,1,Macedonia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prince of Macedon,602,,,,,,,,,,,,,,,10,,0.2,4,,,,,,,,,0,0,0,1,0,0
Alexander (5) of Pherae_104,Alexander (5) of Pherae,,NA,Pherae,414,414,2,Pherae,0,Peparethos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrant,605,general,412,admiral,419,,,,,,,,,,,8,,0.3,4,4,4,,,,,,,0,0,0,1,0,0
Alexander (6) I_105,Alexander (6) I,,NA,Molossia,0,2211,2,Molossia,0,Tarentum,0,Pandosia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King of Molossia,603,general,412,,,,,,,,,,,,,9,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Alexander (7) II_106,Alexander (7) II,,Pyrrhus,Molossia,0,2211,3,Molossia,0,Macedonia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King of Molossia,603,general,412,,,,,,,,,,,,,12,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Alexander (8) of Pleuron_107,Alexander (8) of Pleuron,,NA,Pleuron,0,,2,Pleuron,0,Alexandria,0,Macedonia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grammarian,114,poet,113,writer,107,,,,,,,,,,,11,,,1,2,2,,,,,,,1,1,0,0,0,0
Alexander (9)_108,Alexander (9),,Craterus (2),NA,0,,3,Corinth,0,Euboea,0,Argos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viceroy,401,governor,406,secessionist from mac crown,504,king,603,,,,,,,,,13,,,4,4,2,4,,,,,,0,1,0,1,0,0
Alexander (10) Balas_109,Alexander (10) Balas,,Antiochus (4) IV,NA,0,<Null>,3,Antioch,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usurper,504,King of Seleucid Empire,603,,,,,,,,,,,,,16,,0.1,2,4,,,,,,,,0,1,0,1,0,0
Alexander (10) 'Polyhistor'_110,Alexander (10) 'Polyhistor',,NA,Miletus,854,854,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ethnographer,310,writer,107,,,,,,,,,,,,,19,,0.2,1,2,,,,,,,,1,1,0,0,0,0
Alexander (12)_111,Alexander (12),,Numenius,NA,0,0,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhetorician,119,philosopher,102,writer,107,,,,,,,,,,,,2,,1,,2,,,,,,,1,1,0,0,0,0
Alexander (13) of Abonuteichos_112,Alexander (13) of Abonuteichos,,,Abonuteichos,0,,1,Asia Minor,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cult leader,703,,,,,,,,,,,,,,,29,,,1,,,,,,,,,1,0,0,0,0,0
Alexander (14) of Aphrodisias_113,Alexander (14) of Aphrodisias,,NA,NA,0,<Null>,3,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commentator on Aristotle,107,teacher,110,Aristotelian philosopher,102,,,,,,,,,,,31,,0.7,2,2,,,,,,,,0,1,0,0,0,0
Alexander (15) Philaethes_114,Alexander (15) Philaethes,,NA,NA,0,<Null>,3,Asia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician ,307,writer,107,,,,,,,,,,,,,,-1,0.3,1,2,,,,,,,,1,1,0,0,0,0
Alexander (16)_115,Alexander (16),,,Tralles,0,,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,307,writer,107,,,,,,,,,,,,,,,,1,2,,,,,,,,1,1,0,0,0,0
Alexis_116,Alexis,,NA,Thurii,0,2319,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poet of middle and new comedy,118,writer,107,,,,,,,,,,,,,9,,0.6,1,2,,,,,,,,1,1,0,0,0,0
Alfenus Senecio_117,Alfenus Senecio,Lucius,NA,Cuicul,0,#N/A,1,Mauretania Caesariensis,0,Rome,0,Syria Coele,0,Britain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,procurator,424,governor,406,governor,406,general,412,,,,,,,,,31,,0.1,4,4,4,4,,,,,,0,0,0,1,0,0
Alfenus Varus_118,Alfenus Varus,Publius,NA,Cremona,0,2105,1,Rome,0,Mantua,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suffect consul,407,jurist,111,writer,107,,,,,,,,,,,21,,0.5,4,1,2,,,,,,,1,1,0,1,0,0
Alfius (Alphius) Avitus_119,Alfius (Alphius) Avitus,,NA,NA,0,0,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,108,writer,107,poet,113,,,,,,,,,,,,3,,1,2,2,,,,,,,1,1,0,0,0,0
Allectus_120,Allectus,,NA,NA,0,<Null>,1,Londinium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance minister,422,usurper,504,"""emperor""",601,,,,,,,,,,,34,,0.2,4,2,4,,,,,,,0,1,0,1,0,0
Alyattes_121,Alyattes,,NA,Lydia,0,2192,1,lydia,0,Smyrna,0,Clazomenae,0,Miletus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fourth Lydian King,603,,,,,,,,,,,,,,,-2,,0.3,4,,,,,,,,,0,0,0,1,0,0
Alypius_122,Alypius,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician,210,writer,107,,,,,,,,,,,,,,3,0.1,2,2,,,,,,,,0,1,0,0,0,0
Amadocus (1)_123,Amadocus (1),,NA,Thrace,0,2318,1,Thrace,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,6,,0.2,4,,,,,,,,,0,0,0,1,0,0
Amadocus (2)_124,Amadocus (2),,NA,Thrace,0,2318,1,Thrace,0,Nestos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,8,,0.2,4,,,,,,,,,0,0,0,1,0,0
Amafinius_125,Amafinius,Gaius,NA,NA,0,<Null>,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,epicurean philosopher,102,writer,107,,,,,,,,,,,,,,-1,0.2,,2,,,,,,,,0,1,0,0,0,0
Amarantus_126,Amarantus,,NA,Alexandria,0,#N/A,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,literary scholar,104,,,,,,,,,,,,,,2,0.1,2,2,,,,,,,,0,1,0,0,0,0
Ambiorix_127,Ambiorix,,NA,Gaul,0,,2,Gaul,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chief,607,rebel,504,,,,,,,,,,,,,20,,,4,2,,,,,,,,0,1,0,1,0,0
Ambivius Turpio_128,Ambivius Turpio,Lucius,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,207,director,206,,,,,,,,,,,,,,-2,0.9,2,2,,,,,,,,0,1,0,0,0,0
Ambrose_129,Ambrose,,NA,Gaul,0,,1,Liguria,0,Milan,0,Trier,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,governor,406,bishop,701,theologian,703,writer,107,,,,,,,,,38,,,4,6,1,2,,,,,,1,1,0,1,0,1
Ambrosiaster_130,Ambrosiaster,,NA,NA,0,,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theologian,703,writer,107,,,,,,,,,,,,,37,,,1,2,,,,,,,,1,1,0,0,0,0
Ameipsias_131,Ameipsias,,NA,Athens,361,361,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comic poet,208,writer,107,,,,,,,,,,,,,6,,,2,2,,,,,,,,0,1,0,0,0,0
Amelesagoras_132,Amelesagoras,,NA,Eleusis,0,362,2,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,historian,108,prophet,309,,,,,,,,,,,10,,0.1,2,1,5,,,,,,,1,1,0,0,1,0
Amelius (or Amerius) Gentilianus_133,Amelius (or Amerius) Gentilianus,,NA,Etruria,370,2129,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neo-platonist philosopher,102,writer,107,,,,,,,,,,,,,,3,0.1,,2,,,,,,,,0,1,0,0,0,0
Ammianus Marcellinus_134,Ammianus Marcellinus,,NA,Antioch,0,#N/A,1,North Italy,0,Gaul,0,Germany,0,Illyricum,0,Amida,0,Antioch,0,Black Sea,0,Egypt,0,Southern Greece,0,Thrace,0,Rome,0,,,,,,,,,,,,,,,,,historian,108,soldier,423,,,,,,,,,,,,,37,,2,1,4,,,,,,,,1,0,0,1,0,0
Ammonius (1)_135,Ammonius (1),,NA,NA,0,<Null>,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Writer  ,107,commentator,104,,,,,,,,,,,,,,-2,0.2,2,2,,,,,,,,0,1,0,0,0,0
Ammonius (2) Saccas_136,Ammonius (2) Saccas,,NA,Alexandria,0,#N/A,1,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platonist Philosopher,102,,,,,,,,,,,,,,,32,,0.3,,,,,,,,,,0,0,0,0,0,0
Ampelius_137,Ampelius,Lucius,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,compiler,0,,,,,,,,,,,,,,3,0.2,2,,,,,,,,,0,1,0,0,0,0
Amphis_138,Amphis,,NA,NA,0,<Null>,3,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Comedy poet,113,writer,107,,,,,,,,,,,,,,-4,1,2,2,,,,,,,,0,1,0,0,0,0
Ampius Balbus_139,Ampius Balbus,Titus,NA,NA,0,<Null>,3,Rome,0,Asia,0,Cilicia,0,Capua,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribune,425,proconsul,410,legate pro praetore,413,,,,,,,,,,,20,,0.1,4,4,4,,,,,,,0,0,0,1,0,0
Amyander_140,Amyander,,NA,Athamanes,0,2041,1,Athamenes,0,Macedonia,0,Nicaea,0,Cynoscephalae,0,Ambracia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,king of Athamanes,603,diplomat,426,,,,,,,,,,,,,14,,0.3,4,4,,,,,,,,0,0,0,1,0,0
Amyntas (2)_141,Amyntas (2),,NA,NA,0,,3,Philippi,0,Phrygia,0,Actium,0,Cremna,0,Lake Trogitis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commander,426,king,603,,,,,,,,,,,,,21,,,4,4,,,,,,,,0,0,0,1,0,0
Anacreon_142,Anacreon,,NA,Teos,0,,1,Abdera,0,Samos,0,Athens,0,Thessaly,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lyric poet,101,,,,,,,,,,,,,,,,-6,,2,,,,,,,,,0,1,0,0,0,0
Anaxagoras_143,Anaxagoras,,Hegesibulus,Clazomenae,0,2094,1,Athens,361,Lampsacus,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presocratic philosopher,102,writer,107,,,,,,,,,,,,,4,,1,,2,,,,,,,,0,1,0,0,0,0
Anaxandrides_144,Anaxandrides,,NA,Rhodes,1000,1000,2,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Comedy poet,113,writer,107,,,,,,,,,,,,,8,0,0.2,2,2,,,,,,,,0,1,0,0,0,0
Anaxarchus_145,Anaxarchus,,NA,Abdera,640,#N/A,1,Sardis,0,Ephesus,0,Miletus,0,Halicarnassus,0,Lycia,0,Pamphilia,0,Phrygia,0,Tyre,0,Gaza,0,Babylon,0,Susa,0,Persepolis,0,Ectabana,0,Bactria,0,India,0,Babylon,0,,,,,,,Democritean philosopher,102,writer,107,,,,,,,,,,,,,9,,0.2,,2,,,,,,,,0,1,0,0,0,0
Anaxilas (1)_146,Anaxilas (1),,NA,Messenia,318,318,1,Rhegium,68,Zancle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrant,605,,,,,,,,,,,,,,,3,,0.1,4,,,,,,,,,0,0,0,1,0,0
Anaxilas (2)_147,Anaxilas (2),,NA,NA,0,<Null>,3,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Comedy poet,113,writer,107,,,,,,,,,,,,,,-4,0.1,2,2,,,,,,,,0,1,0,0,0,0
Anaximander_148,Anaximander,,NA,Miletus,854,854,1,Miletus,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presocratic philosopher,102,writer,107,,,,,,,,,,,,,-1,,0.6,,2,,,,,,,,0,1,0,0,0,0
Anaximenes (1)_149,Anaximenes (1),,NA,Miletus,854,854,1,Miletus,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presocratic philosopher,102,writer,107,,,,,,,,,,,,,1,,0.4,,2,,,,,,,,0,1,0,0,0,0
Anaximenes (2)_150,Anaximenes (2),,NA,Lampsacus,748,2172,1,Lampsacus,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,108,rhetor,119,writer,107,,,,,,,,,,,9,,0.2,1,1,2,,,,,,,1,1,0,0,0,0
Anaxippus_151,Anaxippus,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Comedy poet,118,writer,107,,,,,,,,,,,,,10,,0.1,1,2,,,,,,,,1,1,0,0,0,0
Andocides_152,Andocides,,NA,Athens,361,361,1,Athens,361,Sicily,0,Italy,0,Cyprus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oligarchic aristocrat,604,merchant,502,orator,411,envoy,427,,,,,,,,,6,,1.1,4,3,2,4,,,,,,0,1,1,1,0,0
Andreas_153,Andreas,,NA,NA,0,<Null>,3,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,307,writer,107,,,,,,,,,,,,,14,,0.1,1,2,,,,,,,,1,1,0,0,0,0
Andriscus_154,Andriscus,,NA,Adramyttion,800,#N/A,1,Macedonia,0,Asia Minor,0,Thrace,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usurper,504,king,603,general,412,,,,,,,,,,,16,,0.2,2,4,4,,,,,,,0,1,0,1,0,0
Andron_155,Andron,,Androtion,Athens,361,361,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oligarch in the 400,604,,,,,,,,,,,,,,,6,,0.1,4,,,,,,,,,0,0,0,1,0,0
Andronicus_156,Andronicus,,NA,Rhodes,1000,1000,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peripatetic philosopher,102,writer,107,compiler,0,,,,,,,,,,,20,,0.3,,2,,,,,,,,0,1,0,0,0,0
Androsthenes_157,Androsthenes,,NA,Thasos,526,526,1,Bahrain,0,Arabia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Explorer,501,writer,107,,,,,,,,,,,,,10,,0.1,2,2,,,,,,,,0,1,0,0,0,0
Androtion_158,Androtion,,Andron,Athens,361,361,1,Athens,361,Amorgos,0,Caria,0,Megara,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,422,Atthidographer,108,tax commissioner,422,governor,406,ambassador,426,,,,,,,8,,0.3,4,1,4,4,4,,,,,1,0,0,1,0,0
Anicetus_159,Anicetus,,NA,NA,0,<Null>,1,Rome,0,Misenum,0,Sardinia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freedman,503,tutor of Nero,0,prefect of fleet,408,,,,,,,,,,,25,,0.2,3,,4,,,,,,,0,0,1,1,0,0
Anicia Iuliana_160,Anicia Iuliana,,NA,Constantinople,0,2101,1,Constantinople,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aristocrat,604,wife,606,,,,,,,,,,,,,43,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Anicius Faustus_161,Anicius Faustus,Quintus,NA,Uzappa,0,2337,1,Numidia,0,Castellum Dimmidi,0,Upper Moesia,0,Asia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legate of Legio III,413,oversaw road building,422,consul,407,governor,406,proconsul,410,,,,,,,30,,0.2,4,4,4,4,4,,,,,0,0,0,1,0,0
Annaeus Cornutus_162,Annaeus Cornutus,Lucius,NA,Lepcis Magna,0,0,2,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stoic philosopher,102,grammarian,114,rhetorician,119,writer,107,,,,,,,,,,1,,,1,1,2,,,,,,1,1,0,0,0,0
Annaeus Lucanus_163,Annaeus Lucanus,Lucius,M. Annaeus Mela,Cordoba,0,2103,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,113,writer,107,equestrian,423,conspirator,504,,,,,,,,,25,,1.9,2,2,4,2,,,,,,0,1,0,1,0,0
Annaeus Mela_164,Annaeus Mela,Lucius,Annaeus Seneca (1),Rome,,2271,2,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imperial procurator,422,conspirator,504,,,,,,,,,,,,,25,,0.1,4,2,,,,,,,,0,1,0,1,0,0
Annaeus (RE 12) Novatus_165,Annaeus (RE 12) Novatus,(Later L. Iunius Gallio Annaeanus),,NA,0,<Null>,3,Rome,0,Achaia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proconsul,410,suffect consul,407,,,,,,,,,,,,,25,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Annaeus Seneca (1)_166,Annaeus Seneca (1),Lucius,NA,Cordoba,0,2103,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,24,,0.7,2,,,,,,,,,0,1,0,0,0,0
Annaeus Seneca (2)_167,Annaeus Seneca (2),Lucius,Annaeus Seneca (1),Cordoba,0,2103,1,Rome,0,Egypt,0,Corsica,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stoic philosopher,102,quaestor,418,exile,0,tutor to Nero,110,writer,107,political advisor and minister,422,orator ,411,conspirator,504,25,,4.4,,4,,2,2,4,2,2,,0,1,0,1,0,0
Annia Aurelia Galeria Lucilla_168,Annia Aurelia Galeria Lucilla,,Aurelius,NA,0,<Null>,3,Ephesus,844,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wife,606,conspirator,504,royal family,602,,,,,,,,,,,29,,0.1,4,2,4,,,,,,,0,1,0,1,0,0
Annia Galeria Faustina (1)_169,Annia Galeria Faustina (1),,Annius Verus,NA,0,,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wife,606,royal family,602,,,,,,,,,,,,,28,,,4,4,,,,,,,,0,0,0,1,0,0
Annia Galeria Faustina (2)_170,Annia Galeria Faustina (2),,Antoninus Pius,NA,,,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wife,606,royal family,602,conspirator,504,,,,,,,,,,,29,,,4,4,2,,,,,,,0,1,0,1,0,0
Annianus_171,Annianus,,NA,NA,0,,3,Italy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,113,writer,107,,,,,,,,,,,,,,2,,2,2,,,,,,,,0,1,0,0,0,0
Anniceris_172,Anniceris,,NA,NA,0,<Null>,3,Cyrene,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosopher of cyrenaic school,102,,,,,,,,,,,,,,,NA,-4,0.1,,,,,,,,,,0,0,0,0,0,0
Annius Gallus_173,Annius Gallus,Appius,NA,NA,0,<Null>,3,NE Italy,0,Upper germany,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suffect consul,407,legate,413,,,,,,,,,,,,,25,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Annius Milo_174,Annius Milo,Titus,NA,Lanuvium,0,2173,1,Rome,0,Massalia,3,Italy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribune,425,praetor,420,rebel,504,,,,,,,,,,,20,,0.4,4,4,2,,,,,,,0,1,0,1,0,0
Annius Verus_175,Annius Verus,Marcus,NA,Ucubi,0,2334,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suffect consul,407,city prefect,408,consul,407,consul,407,,,,,,,,,27,,0.1,4,4,4,4,,,,,,0,0,0,1,0,0
Annius Vinicianus_176,Annius Vinicianus,,L. Vinicianus,NA,0,<Null>,3,Rome,0,Beneventum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legate,413,conspirator,504,,,,,,,,,,,,,24,,0.1,4,2,,,,,,,,0,1,0,1,0,0
Anonymous Antatticista_177,Anonymous Antatticista,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,,2,0.1,2,,,,,,,,,0,1,0,0,0,0
Anonymous-Anticato_178,Anonymous-Anticato,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,literary scholar,104,,,,,,,,,,,,,,3,0.1,2,2,,,,,,,,0,1,0,0,0,0
Anser_179,Anser,,NA,NA,0,,3,Italy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erotic poet,117,writer,107,,,,,,,,,,,,,21,,,2,2,,,,,,,,0,1,0,0,0,0
